jurisdiction_code,jurisdiction_name,due_date_mode,due_date,offset_months,offset_days,offset_years,title,category,notes,source_url,fiscal_year_end,effective_from,effective_to
UK,United Kingdom,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),"Under Schedule 14(13) of the Finance Act, the filing member of a registered group must submit a self-assessment return within 15 months from the day after the end of the accounting period (increased to 18 months for the first accounting period an MNE is subject to the multinational top-up tax).

The UK has issued a Pillar 2 API (including a testing sandbox) to:

-submit a UK Tax Return (UKTR)
-amend a submitted UKTR
-submit a Below-Threshold Notification (BTN)
-return obligation and submission details for a specified accounting period
-submit an Overseas Return Notification (ORN)
-amend a submitted ORN
-retrieve the details of a submitted ORN",https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/pillar2-submission-api/1.0,,01/01/2024,
UK,United Kingdom,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),"Under Schedule 14(13) of the Finance Act, the filing member of a registered group must submit a self-assessment return within 15 months from the day after the end of the accounting period (increased to 18 months for the first accounting period an MNE is subject to the multinational top-up tax).

The UK has issued a Pillar 2 API (including a testing sandbox) to:

-submit a UK Tax Return (UKTR)
-amend a submitted UKTR
-submit a Below-Threshold Notification (BTN)
-return obligation and submission details for a specified accounting period
-submit an Overseas Return Notification (ORN)
-amend a submitted ORN
-retrieve the details of a submitted ORN",https://developer.service.hmrc.gov.uk/api-documentation/docs/api/service/pillar2-submission-api/1.0,,01/01/2024,
UK,United Kingdom,relative,,15,0,,Payment,Payment (Standard),Schedule 14(32) of the Finance Act requires payment of top-up tax by the GIR filing deadline.,,,01/01/2024,
UK,United Kingdom,relative,,18,0,,Payment (Transitional),Payment (Transitional),Schedule 14(32) of the Finance Act requires payment of top-up tax by the GIR filing deadline.,,,01/01/2024,
UK,United Kingdom,relative,,6,0,,Registration,Registration (Standard),"Schedule 14(6) of the Finance Act requires that when an MNE group becomes a qualifying multinational group it is required to register with the UK tax authority.

Groups must register with HMRC within 6 months of the end of the first accounting period that started on or after 31 December 2023 which makes them subject to the rules. Under Section 129 of the Finance Act, an MNE group is qualifying if its turnover meets the 750 million euro requirement.

On May 20, 2024, the UK issued a Pillar 2 top-up taxes registration notice, that explains how to register for Pillar 2 top-up taxes in the UK, the information required and how to notify HMRC of any reporting related changes - https://www.gov.uk/government/publications/pillar-2-top-up-taxes-registration-notice-1",https://www.tax.service.gov.uk/report-pillar2-top-up-taxes/eligibility/upe,,01/01/2024,
UY,Uruguay,relative,,14,0,,DMTT Return,DMTT Return (Standard),"Article 71 of the Draft law provides that each constituent entity located in Uruguay must file a return to the General Tax Directorate.

The return may be submitted by the constituent entity itself or by a local entity designated on  its behalf.

The return must include the following information relating to the multinational group:

a) identification of the constituent entities located in Uruguay, including their tax identification numbers;

b) information on the overall corporate structure of the MNE group, including controlling interests in entities owned by other constituent entities;

c) the information necessary for the DMTT calculation, including:

(i) the effective rate and DMTT of each constituent entity and JV;

(ii) the allocation of the DMTT;

(d) a record of the elections made.

The return must be submitted no later than 15 months after the last day of the fiscal year (18  months for the transitional year).",,,01/01/2026,
UY,Uruguay,relative,,18,0,,DMTT Return (Transitional),DMTT Return (Transitional),"Article 71 of the Draft law provides that each constituent entity located in Uruguay must file a return to the General Tax Directorate.

The return may be submitted by the constituent entity itself or by a local entity designated on  its behalf.

The return must include the following information relating to the multinational group:

a) identification of the constituent entities located in Uruguay, including their tax identification numbers;

b) information on the overall corporate structure of the MNE group, including controlling interests in entities owned by other constituent entities;

c) the information necessary for the DMTT calculation, including:

(i) the effective rate and DMTT of each constituent entity and JV;

(ii) the allocation of the DMTT;

(d) a record of the elections made.

The return must be submitted no later than 15 months after the last day of the fiscal year (18  months for the transitional year).",,,01/01/2026,
UY,Uruguay,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,,,01/01/2026,
UY,Uruguay,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,,,01/01/2026,
UY,Uruguay,relative,,15,0,,Payment,Payment (Standard),Article 71 of the Law requires payment of top-up tax by the Return filing deadline.,,,01/01/2026,
UY,Uruguay,relative,,17,0,,Payment (Transitional),Payment (Transitional),Article 71 of the Law requires payment of top-up tax by the Return filing deadline.,,,01/01/2026,
VN,Vietnam,relative,,12,0,,DMTT Return,DMTT Return (Standard),Article 6(1) of the Resolution and Article 16 of the Decree require the submission of a QDMTT Tax Return. The deadline for filing a domestic top-up tax return is 12 months after the end of the fiscal year.,https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417865,,01/01/2024,
VN,Vietnam,relative,,0,30,,Designated Entity Notification,Other Notifications (Standard),"Article 6(3) of the Resolution (Article 14(1) of the Decree) provides that if an MNE group has more than one constituent entity in Vietnam, the UPE or a constituent entity in Vietnam is required to submit a notification to designate the filing constituent entity within 30 days from the end of the reporting fiscal year using Form No. 01/TB-ĐVHT. The form also includes a list of constituent entities subject to the GloBE rules.",https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417902,,01/01/2024,
VN,Vietnam,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417920,,01/01/2024,
VN,Vietnam,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),"Yes, Article 16(2). The standard GIR filing deadline applies and the notification is made on form No. 03/TB-DVHT.",,,01/01/2024,
VN,Vietnam,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417920,,01/01/2024,
VN,Vietnam,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),"Yes, Article 16(2). The standard GIR filing deadline applies and the notification is made on form No. 03/TB-DVHT.",,,01/01/2024,
VN,Vietnam,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),Article 6(2) of the Resolution and Article 16 of the Decree require the submission of a Top-Up Tax Return for IIR purposes. The deadline for filing an IIR Top-Up Tax Return for the IIR is 15 months after the end of the fiscal year (18 months in the transition year).,https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417920,,01/01/2024,
VN,Vietnam,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),Article 6(2) of the Resolution and Article 16 of the Decree require the submission of a Top-Up Tax Return for IIR purposes. The deadline for filing an IIR Top-Up Tax Return for the IIR is 15 months after the end of the fiscal year (18 months in the transition year).,https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417920,,01/01/2024,
VN,Vietnam,relative,,12,0,,Payment,Payment (Standard),Top-up tax is required to be paid by the deadline for filing the Top-Up Tax Returns (12 months for DMTT and 15/18 months for IIR tax),,,01/01/2024,
VN,Vietnam,relative,,0,90,,Registration,Registration (Standard),Article 15(6) of the Decree provides that MNE groups with Constituent Entities in Vietnam are required to register within 90 days from the end of the reporting fiscal year using form No. 01-DKTD-DVHT.,https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417835,,01/01/2024,
VN,Vietnam,fixed,13/01/2026,,,,Registration (Transitional),Registration (Transitional),"Article 15(6) of the Decree provides that MNE groups with Constituent Entities in Vietnam are required to register within 90 days from the end of the reporting fiscal year using form No. 01-DKTD-DVHT. This is extended to 90 days from the effective date of the Decree (the effective date is October 15, 2025) for groups with a FY 2024 ending on or before 30 June 2025, but not later than the deadline for the tax declaration and payment applicable to that entity",https://thutuc.dichvucong.gov.vn/p/home/dvc-tthc-thu-tuc-hanh-chinh-chi-tiet.html?ma_thu_tuc=417835,31/12/2024,01/01/2024,
BES,BES Islands,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),Yes 13.1(7) standard GIR filing deadline,,,31/12/2023,
